id,level,chapter,section,requirement,applicability,rationale,control,verification_method,evidence,result,gap
v5.0.0-9.1.1,1,Self-contained Tokens,Token source and integrity,Verify that self-contained tokens are validated using their digital signature or MAC to protect against tampering before accepting the token's contents.,NOT APPLICABLE,"No self-contained tokens or JWT/JWS parsing; APP_TOKEN is an opaque string, not a claims-bearing token.",Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py,N/A,Reassess if this mechanism is introduced
v5.0.0-9.1.2,1,Self-contained Tokens,Token source and integrity,"Verify that only algorithms on an allowlist can be used to create and verify self-contained tokens, for a given context. The allowlist must include the permitted algorithms, ideally only either symmetric or asymmetric algorithms, and must not include the 'None' algorithm. If both symmetric and asymmetric must be supported, additional controls will be needed to prevent key confusion.",NOT APPLICABLE,"No self-contained tokens or JWT/JWS parsing; APP_TOKEN is an opaque string, not a claims-bearing token.",Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py,N/A,Reassess if this mechanism is introduced
v5.0.0-9.1.3,1,Self-contained Tokens,Token source and integrity,"Verify that key material that is used to validate self-contained tokens is from trusted pre-configured sources for the token issuer, preventing attackers from specifying untrusted sources and keys. For JWTs and other JWS structures, headers such as 'jku', 'x5u', and 'jwk' must be validated against an allowlist of trusted sources.",NOT APPLICABLE,"No self-contained tokens or JWT/JWS parsing; APP_TOKEN is an opaque string, not a claims-bearing token.",Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py,N/A,Reassess if this mechanism is introduced
v5.0.0-9.2.1,1,Self-contained Tokens,Token content,"Verify that, if a validity time span is present in the token data, the token and its content are accepted only if the verification time is within this validity time span. For example, for JWTs, the claims 'nbf' and 'exp' must be verified.",NOT APPLICABLE,"No self-contained claims-bearing tokens; opaque APP_TOKEN does not carry audience, issuer or validity claims.",Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py,N/A,Reassess if this mechanism is introduced
v5.0.0-9.2.2,2,Self-contained Tokens,Token content,"Verify that the service receiving a token validates the token to be the correct type and is meant for the intended purpose before accepting the token's contents. For example, only access tokens can be accepted for authorization decisions and only ID Tokens can be used for proving user authentication.",NOT APPLICABLE,"No self-contained claims-bearing tokens; opaque APP_TOKEN does not carry audience, issuer or validity claims.",Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py,N/A,Reassess if this mechanism is introduced
v5.0.0-9.2.3,2,Self-contained Tokens,Token content,"Verify that the service only accepts tokens which are intended for use with that service (audience). For JWTs, this can be achieved by validating the 'aud' claim against an allowlist defined in the service.",NOT APPLICABLE,"No self-contained claims-bearing tokens; opaque APP_TOKEN does not carry audience, issuer or validity claims.",Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py,N/A,Reassess if this mechanism is introduced
v5.0.0-9.2.4,2,Self-contained Tokens,Token content,"Verify that, if a token issuer uses the same private key for issuing tokens to different audiences, the issued tokens contain an audience restriction that uniquely identifies the intended audiences. This will prevent a token from being reused with an unintended audience. If the audience identifier is dynamically provisioned, the token issuer must validate these audiences in order to make sure that they do not result in audience impersonation.",NOT APPLICABLE,"No self-contained claims-bearing tokens; opaque APP_TOKEN does not carry audience, issuer or validity claims.",Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py,N/A,Reassess if this mechanism is introduced
v5.0.0-10.1.1,2,OAuth and OIDC,Generic OAuth and OIDC Security,"Verify that tokens are only sent to components that strictly need them. For example, when using a backend-for-frontend pattern for browser-based JavaScript applications, access and refresh tokens shall only be accessible for the backend.",NOT APPLICABLE,"No OAuth/OIDC client, resource server or authorization-server protocol.",Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py; backend/providers.py,N/A,Reassess if this mechanism is introduced
v5.0.0-10.1.2,2,OAuth and OIDC,Generic OAuth and OIDC Security,"Verify that the client only accepts values from the authorization server (such as the authorization code or ID Token) if these values result from an authorization flow that was initiated by the same user agent session and transaction. This requires that client-generated secrets, such as the proof key for code exchange (PKCE) 'code_verifier', 'state' or OIDC 'nonce', are not guessable, are specific to the transaction, and are securely bound to both the client and the user agent session in which the transaction was started.",NOT APPLICABLE,"No OAuth/OIDC client, resource server or authorization-server protocol.",Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py; backend/providers.py,N/A,Reassess if this mechanism is introduced
v5.0.0-10.2.1,2,OAuth and OIDC,OAuth Client,"Verify that, if the code flow is used, the OAuth client has protection against browser-based request forgery attacks, commonly known as cross-site request forgery (CSRF), which trigger token requests, either by using proof key for code exchange (PKCE) functionality or checking the 'state' parameter that was sent in the authorization request.",NOT APPLICABLE,No OAuth client or authorization-code flow.,Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py; backend/providers.py,N/A,Reassess if this mechanism is introduced
v5.0.0-10.2.2,2,OAuth and OIDC,OAuth Client,"Verify that, if the OAuth client can interact with more than one authorization server, it has a defense against mix-up attacks. For example, it could require that the authorization server return the 'iss' parameter value and validate it in the authorization response and the token response.",NOT APPLICABLE,No OAuth client or authorization-code flow.,Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py; backend/providers.py,N/A,Reassess if this mechanism is introduced
v5.0.0-10.2.3,3,OAuth and OIDC,OAuth Client,Verify that the OAuth client only requests the required scopes (or other authorization parameters) in requests to the authorization server.,NOT APPLICABLE,No OAuth client or authorization-code flow.,Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py; backend/providers.py,N/A,Reassess if this mechanism is introduced
v5.0.0-10.3.1,2,OAuth and OIDC,OAuth Resource Server,"Verify that the resource server only accepts access tokens that are intended for use with that service (audience). The audience may be included in a structured access token (such as the 'aud' claim in JWT), or it can be checked using the token introspection endpoint.",NOT APPLICABLE,No OAuth resource server or delegated authorization claims.,Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py; backend/providers.py,N/A,Reassess if this mechanism is introduced
v5.0.0-10.3.2,2,OAuth and OIDC,OAuth Resource Server,"Verify that the resource server enforces authorization decisions based on claims from the access token that define delegated authorization. If claims such as 'sub', 'scope', and 'authorization_details' are present, they must be part of the decision.",NOT APPLICABLE,No OAuth resource server or delegated authorization claims.,Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py; backend/providers.py,N/A,Reassess if this mechanism is introduced
v5.0.0-10.3.3,2,OAuth and OIDC,OAuth Resource Server,"Verify that if an access control decision requires identifying a unique user from an access token (JWT or related token introspection response), the resource server identifies the user from claims that cannot be reassigned to other users. Typically, it means using a combination of 'iss' and 'sub' claims.",NOT APPLICABLE,No OAuth resource server or delegated authorization claims.,Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py; backend/providers.py,N/A,Reassess if this mechanism is introduced
v5.0.0-10.3.4,2,OAuth and OIDC,OAuth Resource Server,"Verify that, if the resource server requires specific authentication strength, methods, or recentness, it verifies that the presented access token satisfies these constraints. For example, if present, using the OIDC 'acr', 'amr' and 'auth_time' claims respectively.",NOT APPLICABLE,No OAuth resource server or delegated authorization claims.,Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py; backend/providers.py,N/A,Reassess if this mechanism is introduced
v5.0.0-10.3.5,3,OAuth and OIDC,OAuth Resource Server,"Verify that the resource server prevents the use of stolen access tokens or replay of access tokens (from unauthorized parties) by requiring sender-constrained access tokens, either Mutual TLS for OAuth 2 or OAuth 2 Demonstration of Proof of Possession (DPoP).",NOT APPLICABLE,No OAuth resource server or delegated authorization claims.,Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py; backend/providers.py,N/A,Reassess if this mechanism is introduced
v5.0.0-10.4.1,1,OAuth and OIDC,OAuth Authorization Server,Verify that the authorization server validates redirect URIs based on a client-specific allowlist of pre-registered URIs using exact string comparison.,NOT APPLICABLE,"No OAuth authorization server, token grants or refresh tokens.",Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py; backend/providers.py,N/A,Reassess if this mechanism is introduced
v5.0.0-10.4.2,1,OAuth and OIDC,OAuth Authorization Server,"Verify that, if the authorization server returns the authorization code in the authorization response, it can be used only once for a token request. For the second valid request with an authorization code that has already been used to issue an access token, the authorization server must reject a token request and revoke any issued tokens related to the authorization code.",NOT APPLICABLE,"No OAuth authorization server, token grants or refresh tokens.",Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py; backend/providers.py,N/A,Reassess if this mechanism is introduced
v5.0.0-10.4.3,1,OAuth and OIDC,OAuth Authorization Server,Verify that the authorization code is short-lived. The maximum lifetime can be up to 10 minutes for L1 and L2 applications and up to 1 minute for L3 applications.,NOT APPLICABLE,"No OAuth authorization server, token grants or refresh tokens.",Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py; backend/providers.py,N/A,Reassess if this mechanism is introduced
v5.0.0-10.4.4,1,OAuth and OIDC,OAuth Authorization Server,"Verify that for a given client, the authorization server only allows the usage of grants that this client needs to use. Note that the grants 'token' (Implicit flow) and 'password' (Resource Owner Password Credentials flow) must no longer be used.",NOT APPLICABLE,"No OAuth authorization server, token grants or refresh tokens.",Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py; backend/providers.py,N/A,Reassess if this mechanism is introduced
v5.0.0-10.4.5,1,OAuth and OIDC,OAuth Authorization Server,"Verify that the authorization server mitigates refresh token replay attacks for public clients, preferably using sender-constrained refresh tokens, i.e., Demonstrating Proof of Possession (DPoP) or Certificate-Bound Access Tokens using mutual TLS (mTLS). For L1 and L2 applications, refresh token rotation may be used. If refresh token rotation is used, the authorization server must invalidate the refresh token after usage, and revoke all refresh tokens for that authorization if an already used and invalidated refresh token is provided.",NOT APPLICABLE,"No OAuth authorization server, token grants or refresh tokens.",Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py; backend/providers.py,N/A,Reassess if this mechanism is introduced
v5.0.0-10.4.6,2,OAuth and OIDC,OAuth Authorization Server,"Verify that, if the code grant is used, the authorization server mitigates authorization code interception attacks by requiring proof key for code exchange (PKCE). For authorization requests, the authorization server must require a valid 'code_challenge' value and must not accept a 'code_challenge_method' value of 'plain'. For a token request, it must require validation of the 'code_verifier' parameter.",NOT APPLICABLE,"No OAuth authorization server, token grants or refresh tokens.",Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py; backend/providers.py,N/A,Reassess if this mechanism is introduced
v5.0.0-10.4.7,2,OAuth and OIDC,OAuth Authorization Server,"Verify that if the authorization server supports unauthenticated dynamic client registration, it mitigates the risk of malicious client applications. It must validate client metadata such as any registered URIs, ensure the user's consent, and warn the user before processing an authorization request with an untrusted client application.",NOT APPLICABLE,"No OAuth authorization server, token grants or refresh tokens.",Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py; backend/providers.py,N/A,Reassess if this mechanism is introduced
v5.0.0-10.4.8,2,OAuth and OIDC,OAuth Authorization Server,"Verify that refresh tokens have an absolute expiration, including if sliding refresh token expiration is applied.",NOT APPLICABLE,"No OAuth authorization server, token grants or refresh tokens.",Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py; backend/providers.py,N/A,Reassess if this mechanism is introduced
v5.0.0-10.4.9,2,OAuth and OIDC,OAuth Authorization Server,"Verify that refresh tokens and reference access tokens can be revoked by an authorized user using the authorization server user interface, to mitigate the risk of malicious clients or stolen tokens.",NOT APPLICABLE,"No OAuth authorization server, token grants or refresh tokens.",Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py; backend/providers.py,N/A,Reassess if this mechanism is introduced
v5.0.0-10.4.10,2,OAuth and OIDC,OAuth Authorization Server,"Verify that confidential client is authenticated for client-to-authorized server backchannel requests such as token requests, pushed authorization requests (PAR), and token revocation requests.",NOT APPLICABLE,"No OAuth authorization server, token grants or refresh tokens.",Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py; backend/providers.py,N/A,Reassess if this mechanism is introduced
v5.0.0-10.4.11,2,OAuth and OIDC,OAuth Authorization Server,Verify that the authorization server configuration only assigns the required scopes to the OAuth client.,NOT APPLICABLE,"No OAuth authorization server, token grants or refresh tokens.",Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py; backend/providers.py,N/A,Reassess if this mechanism is introduced
v5.0.0-10.4.12,3,OAuth and OIDC,OAuth Authorization Server,"Verify that for a given client, the authorization server only allows the 'response_mode' value that this client needs to use. For example, by having the authorization server validate this value against the expected values or by using pushed authorization request (PAR) or JWT-secured Authorization Request (JAR).",NOT APPLICABLE,"No OAuth authorization server, token grants or refresh tokens.",Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py; backend/providers.py,N/A,Reassess if this mechanism is introduced
v5.0.0-10.4.13,3,OAuth and OIDC,OAuth Authorization Server,Verify that grant type 'code' is always used together with pushed authorization requests (PAR).,NOT APPLICABLE,"No OAuth authorization server, token grants or refresh tokens.",Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py; backend/providers.py,N/A,Reassess if this mechanism is introduced
v5.0.0-10.4.14,3,OAuth and OIDC,OAuth Authorization Server,"Verify that the authorization server issues only sender-constrained (Proof-of-Possession) access tokens, either with certificate-bound access tokens using mutual TLS (mTLS) or DPoP-bound access tokens (Demonstration of Proof of Possession).",NOT APPLICABLE,"No OAuth authorization server, token grants or refresh tokens.",Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py; backend/providers.py,N/A,Reassess if this mechanism is introduced
v5.0.0-10.4.15,3,OAuth and OIDC,OAuth Authorization Server,"Verify that, for a server-side client (which is not executed on the end-user device), the authorization server ensures that the 'authorization_details' parameter value is from the client backend and that the user has not tampered with it. For example, by requiring the usage of pushed authorization request (PAR) or JWT-secured Authorization Request (JAR).",NOT APPLICABLE,"No OAuth authorization server, token grants or refresh tokens.",Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py; backend/providers.py,N/A,Reassess if this mechanism is introduced
v5.0.0-10.4.16,3,OAuth and OIDC,OAuth Authorization Server,"Verify that the client is confidential and the authorization server requires the use of strong client authentication methods (based on public-key cryptography and resistant to replay attacks), such as mutual TLS ('tls_client_auth', 'self_signed_tls_client_auth') or private key JWT ('private_key_jwt').",NOT APPLICABLE,"No OAuth authorization server, token grants or refresh tokens.",Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py; backend/providers.py,N/A,Reassess if this mechanism is introduced
v5.0.0-10.5.1,2,OAuth and OIDC,OIDC Client,"Verify that the client (as the relying party) mitigates ID Token replay attacks. For example, by ensuring that the 'nonce' claim in the ID Token matches the 'nonce' value sent in the authentication request to the OpenID Provider (in OAuth2 refereed to as the authorization request sent to the authorization server).",NOT APPLICABLE,No OIDC relying party or ID token/logout token handling.,Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py; backend/providers.py,N/A,Reassess if this mechanism is introduced
v5.0.0-10.5.2,2,OAuth and OIDC,OIDC Client,"Verify that the client uniquely identifies the user from ID Token claims, usually the 'sub' claim, which cannot be reassigned to other users (for the scope of an identity provider).",NOT APPLICABLE,No OIDC relying party or ID token/logout token handling.,Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py; backend/providers.py,N/A,Reassess if this mechanism is introduced
v5.0.0-10.5.3,2,OAuth and OIDC,OIDC Client,Verify that the client rejects attempts by a malicious authorization server to impersonate another authorization server through authorization server metadata. The client must reject authorization server metadata if the issuer URL in the authorization server metadata does not exactly match the pre-configured issuer URL expected by the client.,NOT APPLICABLE,No OIDC relying party or ID token/logout token handling.,Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py; backend/providers.py,N/A,Reassess if this mechanism is introduced
v5.0.0-10.5.4,2,OAuth and OIDC,OIDC Client,Verify that the client validates that the ID Token is intended to be used for that client (audience) by checking that the 'aud' claim from the token is equal to the 'client_id' value for the client.,NOT APPLICABLE,No OIDC relying party or ID token/logout token handling.,Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py; backend/providers.py,N/A,Reassess if this mechanism is introduced
v5.0.0-10.5.5,2,OAuth and OIDC,OIDC Client,"Verify that, when using OIDC back-channel logout, the relying party mitigates denial of service through forced logout and cross-JWT confusion in the logout flow. The client must verify that the logout token is correctly typed with a value of 'logout+jwt', contains the 'event' claim with the correct member name, and does not contain a 'nonce' claim. Note that it is also recommended to have a short expiration (e.g., 2 minutes).",NOT APPLICABLE,No OIDC relying party or ID token/logout token handling.,Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py; backend/providers.py,N/A,Reassess if this mechanism is introduced
v5.0.0-10.6.1,2,OAuth and OIDC,OpenID Provider,"Verify that the OpenID Provider only allows values 'code', 'ciba', 'id_token', or 'id_token code' for response mode. Note that 'code' is preferred over 'id_token code' (the OIDC Hybrid flow), and 'token' (any Implicit flow) must not be used.",NOT APPLICABLE,No OpenID Provider implementation.,Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py; backend/providers.py,N/A,Reassess if this mechanism is introduced
v5.0.0-10.6.2,2,OAuth and OIDC,OpenID Provider,"Verify that the OpenID Provider mitigates denial of service through forced logout. By obtaining explicit confirmation from the end-user or, if present, validating parameters in the logout request (initiated by the relying party), such as the 'id_token_hint'.",NOT APPLICABLE,No OpenID Provider implementation.,Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py; backend/providers.py,N/A,Reassess if this mechanism is introduced
v5.0.0-10.7.1,2,OAuth and OIDC,Consent Management,"Verify that the authorization server ensures that the user consents to each authorization request. If the identity of the client cannot be assured, the authorization server must always explicitly prompt the user for consent.",NOT APPLICABLE,No OAuth authorization consent flows; AI data-sharing approval is a different mechanism.,Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py; backend/providers.py,N/A,Reassess if this mechanism is introduced
v5.0.0-10.7.2,2,OAuth and OIDC,Consent Management,"Verify that when the authorization server prompts for user consent, it presents sufficient and clear information about what is being consented to. When applicable, this should include the nature of the requested authorizations (typically based on scope, resource server, Rich Authorization Requests (RAR) authorization details), the identity of the authorized application, and the lifetime of these authorizations.",NOT APPLICABLE,No OAuth authorization consent flows; AI data-sharing approval is a different mechanism.,Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py; backend/providers.py,N/A,Reassess if this mechanism is introduced
v5.0.0-10.7.3,2,OAuth and OIDC,Consent Management,"Verify that the user can review, modify, and revoke consents which the user has granted through the authorization server.",NOT APPLICABLE,No OAuth authorization consent flows; AI data-sharing approval is a different mechanism.,Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/main.py; backend/providers.py,N/A,Reassess if this mechanism is introduced
v5.0.0-11.1.1,2,Cryptography,Cryptographic Inventory and Documentation,"Verify that there is a documented policy for management of cryptographic keys and a cryptographic key lifecycle that follows a key management standard such as NIST SP 800-57. This should include ensuring that keys are not overshared (for example, with more than two entities for shared secrets and more than one entity for private keys).",APPLICABLE,Requirement applies to the Cryptographic Inventory and Documentation surface; OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,Source review; additional requirement-specific verification required,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,PARTIAL,OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.
v5.0.0-11.1.2,2,Cryptography,Cryptographic Inventory and Documentation,"Verify that a cryptographic inventory is performed, maintained, regularly updated, and includes all cryptographic keys, algorithms, and certificates used by the application. It must also document where keys can and cannot be used in the system, and the types of data that can and cannot be protected using the keys.",APPLICABLE,Requirement applies to the Cryptographic Inventory and Documentation surface; OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,Source review; additional requirement-specific verification required,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,PARTIAL,OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.
v5.0.0-11.1.3,3,Cryptography,Cryptographic Inventory and Documentation,"Verify that cryptographic discovery mechanisms are employed to identify all instances of cryptography in the system, including encryption, hashing, and signing operations.",APPLICABLE,Outside L1/L2 release target; retained for completeness. Requirement applies to the Cryptographic Inventory and Documentation surface; OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,Source review; additional requirement-specific verification required,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,PARTIAL,L3 not verified; no L3 claim. OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.
v5.0.0-11.1.4,3,Cryptography,Cryptographic Inventory and Documentation,"Verify that a cryptographic inventory is maintained. This must include a documented plan that outlines the migration path to new cryptographic standards, such as post-quantum cryptography, in order to react to future threats.",APPLICABLE,Outside L1/L2 release target; retained for completeness. Requirement applies to the Cryptographic Inventory and Documentation surface; OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,Source review; additional requirement-specific verification required,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,PARTIAL,L3 not verified; no L3 claim. OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.
v5.0.0-11.2.1,2,Cryptography,Secure Cryptography Implementation,Verify that industry-validated implementations (including libraries and hardware-accelerated implementations) are used for cryptographic operations.,APPLICABLE,Requirement applies to the Secure Cryptography Implementation surface; OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,Source review; additional requirement-specific verification required,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,PARTIAL,OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.
v5.0.0-11.2.2,2,Cryptography,Secure Cryptography Implementation,"Verify that the application is designed with crypto agility such that random number, authenticated encryption, MAC, or hashing algorithms, key lengths, rounds, ciphers and modes can be reconfigured, upgraded, or swapped at any time, to protect against cryptographic breaks. Similarly, it must also be possible to replace keys and passwords and re-encrypt data. This will allow for seamless upgrades to post-quantum cryptography (PQC), once high-assurance implementations of approved PQC schemes or standards are widely available.",APPLICABLE,Requirement applies to the Secure Cryptography Implementation surface; OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,Source review; additional requirement-specific verification required,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,PARTIAL,OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.
v5.0.0-11.2.3,2,Cryptography,Secure Cryptography Implementation,"Verify that all cryptographic primitives utilize a minimum of 128-bits of security based on the algorithm, key size, and configuration. For example, a 256-bit ECC key provides roughly 128 bits of security where RSA requires a 3072-bit key to achieve 128 bits of security.",APPLICABLE,Requirement applies to the Secure Cryptography Implementation surface; OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,Source review; additional requirement-specific verification required,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,PARTIAL,OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.
v5.0.0-11.2.4,3,Cryptography,Secure Cryptography Implementation,"Verify that all cryptographic operations are constant-time, with no 'short-circuit' operations in comparisons, calculations, or returns, to avoid leaking information.",APPLICABLE,Outside L1/L2 release target; retained for completeness. Requirement applies to the Secure Cryptography Implementation surface; OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,Source review; additional requirement-specific verification required,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,PARTIAL,L3 not verified; no L3 claim. OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.
v5.0.0-11.2.5,3,Cryptography,Secure Cryptography Implementation,"Verify that all cryptographic modules fail securely, and errors are handled in a way that does not enable vulnerabilities, such as Padding Oracle attacks.",APPLICABLE,Outside L1/L2 release target; retained for completeness. Requirement applies to the Secure Cryptography Implementation surface; OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,Source review; additional requirement-specific verification required,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,PARTIAL,L3 not verified; no L3 claim. OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.
v5.0.0-11.3.1,1,Cryptography,Encryption Algorithms,"Verify that insecure block modes (e.g., ECB) and weak padding schemes (e.g., PKCS#1 v1.5) are not used.",APPLICABLE,Requirement applies to the Encryption Algorithms surface; OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,Source review; additional requirement-specific verification required,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,PARTIAL,OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.
v5.0.0-11.3.2,1,Cryptography,Encryption Algorithms,Verify that only approved ciphers and modes such as AES with GCM are used.,APPLICABLE,Requirement applies to the Encryption Algorithms surface; OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,Source review; additional requirement-specific verification required,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,PARTIAL,OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.
v5.0.0-11.3.3,2,Cryptography,Encryption Algorithms,Verify that encrypted data is protected against unauthorized modification preferably by using an approved authenticated encryption method or by combining an approved encryption method with an approved MAC algorithm.,APPLICABLE,Requirement applies to the Encryption Algorithms surface; OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,Source review; additional requirement-specific verification required,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,PARTIAL,OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.
v5.0.0-11.3.4,3,Cryptography,Encryption Algorithms,"Verify that nonces, initialization vectors, and other single-use numbers are not used for more than one encryption key and data-element pair. The method of generation must be appropriate for the algorithm being used.",APPLICABLE,Outside L1/L2 release target; retained for completeness. Requirement applies to the Encryption Algorithms surface; OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,Source review; additional requirement-specific verification required,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,PARTIAL,L3 not verified; no L3 claim. OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.
v5.0.0-11.3.5,3,Cryptography,Encryption Algorithms,Verify that any combination of an encryption algorithm and a MAC algorithm is operating in encrypt-then-MAC mode.,APPLICABLE,Outside L1/L2 release target; retained for completeness. Requirement applies to the Encryption Algorithms surface; OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,Source review; additional requirement-specific verification required,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,PARTIAL,L3 not verified; no L3 claim. OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.
v5.0.0-11.4.1,1,Cryptography,Hashing and Hash-based Functions,"Verify that only approved hash functions are used for general cryptographic use cases, including digital signatures, HMAC, KDF, and random bit generation. Disallowed hash functions, such as MD5, must not be used for any cryptographic purpose.",APPLICABLE,"Reviewed security hashes use SHA-256; no MD5/SHA-1 for application security decisions. npm legacy hash metadata is inventory, not a chosen cryptographic primitive.",backend/ai_usage.py; scripts/build_release.py; scripts/publication_gate.py,Source/document review,backend/ai_usage.py; scripts/build_release.py; scripts/publication_gate.py,PASS,
